qb,rb,wr,te,ol,shotgun,backFormation,receiverFormation,formationCode,wide_left,slot_left,tight_left,tight_right,slot_right,wide_right,hash,noHuddle,wr_motion,rb_motion,te_motion,personnel,heavy,empty_backfield,rb_split,te_split,special,receivers_on_short_side,spread_index,te_spread_index,rb_spread_index,heavy_index,te_heavy_index,tight_balance,spread_balance,motion_load,fake_empty,empty_backfield_on_hash,wr_motion_toward_short_side,te_motion_toward_short_side,wr_compressed,noHuddle_spread_index,shotgun_when_spread,wr_spread_index,false_heavy,noHuddle_heavy_index,rb_heavy_index,spread_and_heavy,shotgun_when_heavy,spread_versus_tight_balance,motion_and_balance,motion_and_spread,te_split_balance,motion_heaviness_ratio,motion_spread_ratio,formation_entropy,empty_zones_on_wide_side,field_mismatch,motion_and_tight,has_twins,has_trips,has_quads,has_tight_slot,is_all_tight,is_goal_line,is_fake_or_aborted_fg_or_punt,empty_back,split_backs,Iform,full_house_backfield,singleback,pistol,wildcat,wing,shotgun_rb,sniffer,has_bunch,receivers_left,receivers_right,kmeans_cluster
1,1,3,1,5,True,22,16,20020,0.0,2.0,0.0,0.0,2.0,0.0,1,True,True,False,False,11,False,False,False,True,0,2.0,4.0,4.0,4.0,2,2,0.0,0.0,1,False,False,2.0,0.0,False,4.0,4.0,12.0,False,2,2,8.0,2,0.0,0.0,4.0,0.0,2,4.0,10.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,26
1,1,4,0,5,True,21,7,300010,3.0,0.0,0.0,0.0,1.0,0.0,3,True,False,True,False,10,False,False,False,False,0,1.0,4.0,0.0,4.0,1,0,0.0,-2.0,1,False,False,0.0,0.0,False,4.0,4.0,16.0,False,1,1,4.0,1,-0.0,2.0,4.0,0.0,1,0.0,10.0,2,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,1.0,31
1,1,4,0,5,True,21,8,10030,0.0,1.0,0.0,0.0,3.0,0.0,1,True,True,False,False,10,False,False,False,False,0,1.0,4.0,0.0,4.0,1,0,0.0,2.0,1,False,False,1.0,0.0,False,4.0,4.0,16.0,False,1,1,4.0,1,0.0,2.0,4.0,0.0,1,4.0,10.0,2,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,3.0,3
1,1,3,1,5,True,21,10,110110,1.0,1.0,0.0,1.0,1.0,0.0,3,True,False,False,True,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,1.0,0.0,1,False,False,0.0,2.0,False,3.0,3.0,9.0,False,2,2,6.0,2,0.0,0.0,3.0,0.0,2,0.0,8.0,1,-0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,10
1,2,3,0,5,True,22,11,100111,1.0,0.0,0.0,1.0,1.0,1.0,3,True,True,False,False,20,False,False,False,False,0,3.0,3.0,0.0,6.0,2,0,1.0,2.0,1,False,False,3.0,0.0,False,3.0,3.0,9.0,False,2,4,6.0,2,2.0,2.0,3.0,0.0,2,3.0,8.0,2,-1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,16
1,1,3,1,5,True,11,10,110101,1.0,1.0,0.0,1.0,0.0,1.0,3,True,False,True,False,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,1.0,0.0,1,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,0.0,0.0,3.0,0.0,2,0.0,8.0,1,-0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,22
1,1,3,1,5,True,11,10,111001,1.0,1.0,1.0,0.0,0.0,1.0,2,True,False,True,False,11,False,False,False,False,0,0.0,3.0,3.0,3.0,2,2,-1.0,-2.0,1,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,2.0,2.0,3.0,0.0,2,0.0,8.0,0,-0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,22
1,1,3,1,5,True,21,11,101011,1.0,0.0,1.0,0.0,1.0,1.0,2,True,True,True,False,11,False,False,False,False,0,0.0,3.0,3.0,3.0,2,2,-1.0,0.0,2,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,-0.0,0.0,6.0,0.0,4,3.0,16.0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,16
1,1,2,2,5,True,11,10,110200,1.0,1.0,0.0,2.0,0.0,0.0,3,True,False,True,False,12,False,False,False,False,0,2.0,2.0,4.0,2.0,3,6,2.0,0.0,1,False,False,0.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,0.0,0.0,2.0,0.0,3,0.0,6.0,1,-0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,22
1,1,3,1,5,True,21,16,20011,0.0,2.0,0.0,0.0,1.0,1.0,1,True,False,False,True,11,False,False,False,True,0,2.0,4.0,4.0,4.0,2,2,0.0,0.0,1,False,False,0.0,2.0,False,4.0,4.0,12.0,False,2,2,8.0,2,0.0,0.0,4.0,0.0,2,0.0,10.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,25
1,2,0,3,5,True,22,14,1300,0.0,0.0,1.0,3.0,0.0,0.0,1,False,False,False,False,23,True,False,False,False,0,1.0,0.0,0.0,0.0,5,15,2.0,2.0,0,False,False,0.0,0.0,False,0.0,0.0,0.0,False,0,10,0.0,5,4.0,0.0,0.0,0.0,0,0.0,0.0,2,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,24
1,1,3,1,5,True,11,16,110011,1.0,1.0,0.0,0.0,1.0,1.0,3,False,True,False,False,11,False,False,False,True,0,2.0,4.0,4.0,4.0,2,2,0.0,0.0,1,False,False,2.0,0.0,False,0.0,4.0,12.0,False,0,2,8.0,2,0.0,0.0,4.0,0.0,2,4.0,5.0,1,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,17
1,1,1,3,5,False,7,19,1300,0.0,0.0,1.0,3.0,0.0,0.0,3,False,False,False,True,13,True,False,False,False,0,3.0,0.0,0.0,0.0,4,12,2.0,2.0,1,False,False,0.0,3.0,False,0.0,0.0,0.0,False,0,4,0.0,0,4.0,2.0,0.0,0.0,4,0.0,1.0,2,-1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,11
1,1,1,3,5,False,7,2,2101,0.0,0.0,2.0,1.0,0.0,1.0,3,False,True,False,False,13,True,False,False,False,0,2.0,1.0,3.0,1.0,4,12,-1.0,0.0,1,False,False,2.0,0.0,False,0.0,0.0,1.0,False,0,4,4.0,0,-0.0,0.0,1.0,0.0,4,1.0,2.0,2,-0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,27
1,1,1,3,5,False,7,2,3010,0.0,0.0,3.0,0.0,1.0,0.0,3,True,False,False,False,13,True,False,False,False,0,1.0,1.0,3.0,1.0,4,12,-3.0,-2.0,0,False,False,0.0,0.0,False,1.0,0.0,1.0,False,4,4,4.0,0,6.0,0.0,0.0,0.0,0,0.0,0.0,2,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,20
1,1,0,4,5,False,3,14,1200,0.0,0.0,1.0,2.0,0.0,0.0,2,False,False,False,False,Other,True,False,False,False,0,0.0,0.0,0.0,0.0,5,20,1.0,1.0,0,False,False,0.0,0.0,False,0.0,0.0,0.0,False,0,5,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,24
1,1,1,3,5,True,21,2,2110,0.0,0.0,2.0,1.0,1.0,0.0,1,False,False,False,False,13,True,False,False,False,0,2.0,1.0,3.0,1.0,4,12,-1.0,0.0,0,False,False,0.0,0.0,False,0.0,1.0,1.0,False,0,4,4.0,4,-0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0
1,1,3,1,5,True,11,11,11011,0.0,1.0,1.0,0.0,1.0,1.0,3,True,True,False,False,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,-1.0,0.0,1,False,False,2.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,-0.0,0.0,3.0,0.0,2,3.0,8.0,1,-0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,16
1,1,3,1,5,True,11,5,120100,1.0,2.0,0.0,1.0,0.0,0.0,3,False,True,False,False,11,False,False,False,False,0,1.0,3.0,3.0,3.0,2,2,1.0,-2.0,1,False,False,1.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,-2.0,2.0,3.0,0.0,2,3.0,4.0,1,1.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,29
1,2,1,2,5,True,2,10,110100,1.0,1.0,0.0,1.0,0.0,0.0,3,False,False,True,False,22,True,False,False,False,0,1.0,2.0,4.0,4.0,4,8,1.0,-1.0,1,False,False,0.0,0.0,False,0.0,2.0,2.0,False,0,8,8.0,4,-1.0,1.0,2.0,0.0,4,0.0,3.0,1,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,22
1,1,1,3,5,False,7,1,11200,0.0,1.0,1.0,2.0,0.0,0.0,1,False,True,False,True,13,True,False,False,False,0,2.0,1.0,3.0,1.0,4,12,1.0,0.0,2,False,False,2.0,2.0,False,0.0,0.0,1.0,False,0,4,4.0,0,0.0,0.0,2.0,0.0,8,1.0,4.0,2,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,11
1,2,2,1,5,True,2,11,100011,1.0,0.0,0.0,0.0,1.0,1.0,2,False,False,True,False,21,False,False,False,True,0,0.0,3.0,3.0,6.0,3,3,0.0,1.0,1,False,False,0.0,0.0,False,0.0,3.0,6.0,True,0,6,9.0,3,0.0,1.0,3.0,1.0,3,0.0,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,2
1,1,1,3,5,False,7,2,3001,0.0,0.0,3.0,0.0,0.0,1.0,3,False,False,False,False,13,True,False,False,False,0,1.0,1.0,3.0,1.0,4,12,-3.0,-2.0,0,False,False,0.0,0.0,False,0.0,0.0,1.0,False,0,4,4.0,0,6.0,0.0,0.0,0.0,0,0.0,0.0,2,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,27
1,1,3,1,5,True,11,11,10111,0.0,1.0,0.0,1.0,1.0,1.0,1,False,True,False,False,11,False,False,False,False,0,1.0,3.0,3.0,3.0,2,2,1.0,2.0,1,False,False,1.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,2.0,2.0,3.0,0.0,2,3.0,4.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,33
1,1,3,1,5,True,11,4,101020,1.0,0.0,1.0,0.0,2.0,0.0,3,False,True,False,False,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,-1.0,0.0,1,False,False,2.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,-0.0,0.0,3.0,0.0,2,3.0,4.0,1,-0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,6
1,1,3,1,5,True,11,3,200101,2.0,0.0,0.0,1.0,0.0,1.0,1,True,False,False,False,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,1.0,0.0,0,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1.0,23
1,1,3,1,5,True,21,5,210100,2.0,1.0,0.0,1.0,0.0,0.0,1,True,False,False,False,11,False,False,False,False,0,3.0,3.0,3.0,3.0,2,2,1.0,-2.0,0,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,-2.0,0.0,0.0,0.0,0,0.0,0.0,2,-1.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,19
1,1,1,3,5,False,7,2,1201,0.0,0.0,1.0,2.0,0.0,1.0,2,False,True,False,False,13,True,False,False,False,0,0.0,1.0,3.0,1.0,4,12,1.0,2.0,1,False,False,0.0,0.0,False,0.0,0.0,1.0,False,0,4,4.0,0,2.0,2.0,1.0,0.0,4,1.0,2.0,0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,27
1,1,2,2,5,True,22,2,3001,0.0,0.0,3.0,0.0,0.0,1.0,2,False,False,False,True,12,False,False,False,False,0,0.0,1.0,2.0,1.0,3,6,-3.0,-2.0,1,False,False,0.0,0.0,False,0.0,1.0,2.0,False,0,3,3.0,3,6.0,2.0,1.0,0.0,3,0.0,2.0,0,-0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0
1,1,1,3,5,False,7,2,2110,0.0,0.0,2.0,1.0,1.0,0.0,3,False,True,False,False,13,True,False,False,False,0,2.0,1.0,3.0,1.0,4,12,-1.0,0.0,1,False,False,2.0,0.0,False,0.0,0.0,1.0,False,0,4,4.0,0,-0.0,0.0,1.0,0.0,4,1.0,2.0,2,-0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,27
1,1,2,2,5,True,22,16,200011,2.0,0.0,0.0,0.0,1.0,1.0,3,False,False,True,False,12,False,False,False,True,0,2.0,4.0,8.0,4.0,3,6,0.0,0.0,1,False,False,0.0,0.0,False,0.0,4.0,8.0,True,0,3,12.0,3,0.0,0.0,4.0,0.0,3,0.0,5.0,2,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2
1,1,3,1,5,True,2,10,110100,1.0,1.0,0.0,1.0,0.0,0.0,3,False,False,True,False,11,False,False,False,False,0,1.0,2.0,2.0,2.0,2,2,1.0,-1.0,1,False,False,0.0,0.0,False,0.0,2.0,6.0,False,0,2,4.0,2,-1.0,1.0,2.0,0.0,2,0.0,3.0,1,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,22
1,1,3,1,5,True,11,10,110110,1.0,1.0,0.0,1.0,1.0,0.0,3,True,False,False,False,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,1.0,0.0,0,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,1,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,7
1,1,3,1,5,True,1,6,100121,1.0,0.0,0.0,1.0,2.0,1.0,2,True,False,False,False,11,False,False,True,False,0,0.0,4.0,4.0,4.0,2,2,1.0,3.0,0,False,False,0.0,0.0,False,4.0,4.0,12.0,False,2,2,8.0,2,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,5
1,1,3,1,5,True,1,5,120101,1.0,2.0,0.0,1.0,0.0,1.0,3,True,False,False,False,11,False,False,True,False,0,2.0,4.0,4.0,4.0,2,2,1.0,-1.0,0,False,False,0.0,0.0,False,4.0,4.0,12.0,False,2,2,8.0,2,-1.0,0.0,0.0,0.0,0,0.0,0.0,1,0.5,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,1.0,19
1,1,2,2,5,True,11,4,2020,0.0,0.0,2.0,0.0,2.0,0.0,3,False,True,False,False,12,False,False,False,False,0,2.0,2.0,4.0,2.0,3,6,-2.0,0.0,1,False,False,2.0,0.0,False,0.0,2.0,4.0,False,0,3,6.0,3,-0.0,0.0,2.0,0.0,3,2.0,3.0,2,-0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,6
1,1,2,2,5,True,22,3,201100,2.0,0.0,1.0,1.0,0.0,0.0,3,True,False,False,False,12,False,False,False,False,0,1.0,2.0,4.0,2.0,3,6,0.0,-2.0,0,False,False,0.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,-0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,23
1,1,2,2,5,True,22,4,1002,0.0,0.0,1.0,0.0,0.0,2.0,2,False,False,False,False,12,False,False,False,False,0,0.0,2.0,4.0,2.0,3,6,-1.0,1.0,0,False,False,0.0,0.0,False,0.0,2.0,4.0,False,0,3,6.0,3,-1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,18
1,1,2,2,5,True,22,7,30010,0.0,3.0,0.0,0.0,1.0,0.0,3,False,True,False,False,12,False,False,False,True,0,1.0,4.0,8.0,4.0,3,6,0.0,-2.0,1,False,False,1.0,0.0,False,0.0,4.0,8.0,True,0,3,12.0,3,-0.0,2.0,4.0,2.0,3,4.0,5.0,2,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,1.0,15
1,1,2,2,5,True,21,6,100021,1.0,0.0,0.0,0.0,2.0,1.0,1,False,True,False,False,12,False,False,False,True,0,1.0,4.0,8.0,4.0,3,6,0.0,2.0,1,False,False,1.0,0.0,False,0.0,4.0,8.0,True,0,3,12.0,3,0.0,2.0,4.0,2.0,3,4.0,5.0,1,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,17
1,1,2,2,5,True,21,7,30001,0.0,3.0,0.0,0.0,0.0,1.0,2,False,True,False,False,12,False,False,False,True,0,0.0,4.0,8.0,4.0,3,6,0.0,-2.0,1,False,False,0.0,0.0,False,0.0,4.0,8.0,True,0,3,12.0,3,-0.0,2.0,4.0,2.0,3,4.0,5.0,0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,1.0,15
1,1,2,2,5,True,21,6,100021,1.0,0.0,0.0,0.0,2.0,1.0,1,False,False,False,False,12,False,False,False,True,0,1.0,4.0,8.0,4.0,3,6,0.0,2.0,0,False,False,0.0,0.0,False,0.0,4.0,8.0,True,0,3,12.0,3,0.0,0.0,0.0,2.0,0,0.0,0.0,1,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,17
1,1,2,2,5,True,22,2,3010,0.0,0.0,3.0,0.0,1.0,0.0,3,False,False,False,False,12,False,False,False,False,0,1.0,1.0,2.0,1.0,3,6,-3.0,-2.0,0,False,False,0.0,0.0,False,0.0,1.0,2.0,False,0,3,3.0,3,6.0,0.0,0.0,0.0,0,0.0,0.0,2,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0
1,1,2,2,5,True,22,2,3010,0.0,0.0,3.0,0.0,1.0,0.0,3,False,False,False,True,12,False,False,False,False,0,1.0,1.0,2.0,1.0,3,6,-3.0,-2.0,1,False,False,0.0,1.0,False,0.0,1.0,2.0,False,0,3,3.0,3,6.0,2.0,1.0,0.0,3,0.0,2.0,2,1.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0
1,1,3,1,5,True,21,11,1111,0.0,0.0,1.0,1.0,1.0,1.0,2,False,False,False,False,11,False,False,False,False,0,0.0,2.0,2.0,2.0,2,2,0.0,2.0,0,False,False,0.0,0.0,False,0.0,2.0,6.0,False,0,2,4.0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,1
1,1,2,2,5,True,11,10,110101,1.0,1.0,0.0,1.0,0.0,1.0,2,True,True,False,False,12,False,False,False,False,0,0.0,3.0,6.0,3.0,3,6,1.0,0.0,1,False,False,0.0,0.0,False,3.0,3.0,6.0,True,3,3,9.0,3,0.0,0.0,3.0,0.0,3,3.0,8.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,3
1,2,1,2,5,False,3,1,101100,1.0,0.0,1.0,1.0,0.0,0.0,3,True,False,False,False,22,True,False,False,False,0,1.0,1.0,2.0,2.0,4,8,0.0,-1.0,0,False,False,0.0,0.0,False,1.0,0.0,1.0,False,4,8,4.0,0,-0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,21
1,2,1,2,5,False,3,5,120000,1.0,2.0,0.0,0.0,0.0,0.0,3,True,False,False,False,22,True,False,False,True,0,0.0,3.0,6.0,6.0,4,8,0.0,-3.0,0,False,False,0.0,0.0,False,3.0,0.0,3.0,True,4,8,12.0,0,-0.0,0.0,0.0,3.0,0,0.0,0.0,1,1.5,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,13
1,1,3,1,5,True,21,7,300100,3.0,0.0,0.0,1.0,0.0,0.0,3,False,False,False,False,11,False,False,False,False,0,1.0,3.0,3.0,3.0,2,2,1.0,-2.0,0,False,False,0.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,-2.0,0.0,0.0,0.0,0,0.0,0.0,2,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,0.0,15
1,1,2,2,5,False,7,16,101101,1.0,0.0,1.0,1.0,0.0,1.0,3,False,True,False,True,12,False,False,False,False,0,2.0,2.0,4.0,2.0,3,6,0.0,0.0,2,False,False,2.0,2.0,False,0.0,0.0,4.0,False,0,3,6.0,0,0.0,0.0,4.0,0.0,6,2.0,6.0,1,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,11
1,0,4,1,5,True,1,16,110111,1.0,1.0,0.0,1.0,1.0,1.0,2,False,False,False,False,01,False,True,False,False,0,0.0,4.0,4.0,0.0,1,1,1.0,1.0,0,False,False,0.0,0.0,False,0.0,4.0,16.0,False,0,0,4.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,4
1,1,4,0,5,True,21,10,111001,1.0,1.0,1.0,0.0,0.0,1.0,3,False,True,False,False,10,False,False,False,False,0,1.0,3.0,0.0,3.0,1,0,-1.0,-2.0,1,False,False,1.0,0.0,False,0.0,3.0,12.0,False,0,1,3.0,1,2.0,2.0,3.0,0.0,1,3.0,4.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,6
1,1,4,0,5,True,22,4,101002,1.0,0.0,1.0,0.0,0.0,2.0,2,False,False,False,False,10,False,False,False,False,0,0.0,3.0,0.0,3.0,1,0,-1.0,0.0,0,False,False,0.0,0.0,False,0.0,3.0,12.0,False,0,1,3.0,1,-0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,18
1,1,4,0,5,True,21,11,100111,1.0,0.0,0.0,1.0,1.0,1.0,1,True,False,True,False,10,False,False,False,False,0,1.0,3.0,0.0,3.0,1,0,1.0,2.0,1,False,False,0.0,0.0,False,3.0,3.0,12.0,False,1,1,3.0,1,2.0,2.0,3.0,0.0,1,0.0,8.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,12
1,1,2,1,6,True,21,2,301,0.0,0.0,0.0,3.0,0.0,1.0,2,True,True,False,False,11,False,False,True,False,0,0.0,1.0,1.0,1.0,2,2,3.0,4.0,1,False,False,0.0,0.0,False,1.0,1.0,2.0,False,2,2,2.0,2,12.0,4.0,1.0,0.0,2,1.0,4.0,0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,20
1,1,4,0,5,True,22,11,101011,1.0,0.0,1.0,0.0,1.0,1.0,1,True,True,False,False,10,False,False,False,False,0,2.0,3.0,0.0,3.0,1,0,-1.0,0.0,1,False,False,2.0,0.0,False,3.0,3.0,12.0,False,1,1,3.0,1,-0.0,0.0,3.0,0.0,1,3.0,8.0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,16
1,1,4,0,5,True,22,16,20020,0.0,2.0,0.0,0.0,2.0,0.0,1,True,False,False,False,10,False,False,False,False,0,2.0,4.0,0.0,4.0,1,0,0.0,0.0,0,False,False,0.0,0.0,False,4.0,4.0,16.0,False,1,1,4.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,7
1,1,4,0,5,True,21,16,101101,1.0,0.0,1.0,1.0,0.0,1.0,1,True,False,False,True,10,False,False,False,False,0,2.0,2.0,0.0,2.0,1,0,0.0,0.0,1,False,False,0.0,2.0,False,2.0,2.0,8.0,False,1,1,2.0,1,0.0,0.0,2.0,0.0,1,0.0,6.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,10
1,1,3,1,5,True,34,11,100111,1.0,0.0,0.0,1.0,1.0,1.0,3,True,True,False,False,11,False,False,False,False,0,3.0,3.0,3.0,3.0,2,2,1.0,2.0,1,False,False,3.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,2.0,2.0,3.0,0.0,2,3.0,8.0,2,-1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,16
1,1,3,1,5,True,22,4,100120,1.0,0.0,0.0,1.0,2.0,0.0,3,True,True,False,False,11,False,False,False,False,0,3.0,3.0,3.0,3.0,2,2,1.0,2.0,1,False,False,3.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,2.0,2.0,3.0,0.0,2,3.0,8.0,2,-1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3
1,1,4,0,5,True,1,9,110021,1.0,1.0,0.0,0.0,2.0,1.0,3,True,True,False,False,10,False,False,True,False,0,3.0,5.0,0.0,5.0,1,0,0.0,1.0,1,False,False,3.0,0.0,False,5.0,5.0,20.0,False,1,1,5.0,1,0.0,1.0,5.0,0.0,1,5.0,12.0,1,-0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,8
1,1,4,0,5,True,2,11,100011,1.0,0.0,0.0,0.0,1.0,1.0,2,True,False,True,False,10,False,False,False,False,0,0.0,3.0,0.0,3.0,1,0,0.0,1.0,1,False,False,0.0,0.0,False,3.0,3.0,12.0,False,1,1,3.0,1,0.0,1.0,3.0,0.0,1,0.0,8.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,12
